"Gene" "Type"
"SNRPFP2" "processed_pseudogene"
"AL033528.2" "processed_pseudogene"
"MIR3917" "miRNA"
"PAFAH2" "protein_coding"
"RNU6-110P" "snRNA"
"AL592064.1" "scaRNA"
"AL592064.2" "scaRNA"
"EXTL1" "protein_coding"
"SLC30A2" "protein_coding"
"AL391650.2" "lncRNA"
"TRIM63" "protein_coding"
"PDIK1L" "protein_coding"
"FAM110D" "protein_coding"
"C1orf232" "protein_coding"
"AL391650.1" "protein_coding"
"ZNF593" "protein_coding"
"CNKSR1" "protein_coding"
"CATSPER4" "protein_coding"
"ZPLD2P" "transcribed_unprocessed_pseudogene"
"AL355877.2" "unprocessed_pseudogene"
"CEP85" "protein_coding"
"AL355877.1" "processed_pseudogene"
"SH3BGRL3" "protein_coding"
"UBXN11" "protein_coding"
"CD52" "protein_coding"
"CRYBG2" "protein_coding"
"AL451139.1" "processed_pseudogene"
"ZNF683" "protein_coding"
"LIN28A" "protein_coding"
"DHDDS" "protein_coding"
"AL513365.1" "processed_pseudogene"
"DHDDS-AS1" "lncRNA"
"HMGN2" "protein_coding"
"DPPA2P2" "processed_pseudogene"
"RPS6KA1" "protein_coding"
"MIR1976" "miRNA"
"RN7SL679P" "misc_RNA"
"AL627313.2" "misc_RNA"
"RNU7-29P" "snRNA"
"AL627313.1" "processed_pseudogene"
"AL627082.2" "snoRNA"
"AL627082.1" "processed_pseudogene"
"AL512408.1" "lncRNA"
"ARID1A" "protein_coding"
"PIGV" "protein_coding"
"RN7SL165P" "misc_RNA"
"AL034380.2" "unprocessed_pseudogene"
"ZDHHC18" "protein_coding"
"SFN" "protein_coding"
"GPN2" "protein_coding"
"AL034380.1" "lncRNA"
"GPATCH3" "protein_coding"
"NUDC" "protein_coding"
"NR0B2" "protein_coding"
"KDF1" "protein_coding"
"RPL12P13" "unprocessed_pseudogene"
"AL356390.1" "processed_pseudogene"
"OSTCP2" "processed_pseudogene"
"TRNP1" "protein_coding"
"TENT5B" "protein_coding"
"SLC9A1" "protein_coding"
"AL590640.2" "processed_pseudogene"
"CHCHD3P3" "processed_pseudogene"
"NPM1P39" "processed_pseudogene"
"SNRPEP7" "processed_pseudogene"
"AL590640.1" "lncRNA"
"WDTC1" "protein_coding"
"AL590640.3" "misc_RNA"
"FO393419.3" "processed_pseudogene"
"TMEM222" "protein_coding"
"RNU6-48P" "snRNA"
"ACTG1P20" "processed_pseudogene"
"SYTL1" "protein_coding"
"MAP3K6" "protein_coding"
"FCN3" "protein_coding"
"CD164L2" "protein_coding"
"FO393419.1" "processed_pseudogene"
"GPR3" "protein_coding"
"WASF2" "protein_coding"
"FO393419.2" "lncRNA"
"BX293535.1" "lncRNA"
"AHDC1" "protein_coding"
"FGR" "protein_coding"
"AL031729.1" "processed_pseudogene"
"LINC02574" "lncRNA"
"IFI6" "protein_coding"
"AL445490.1" "lncRNA"
"RNU6-949P" "snRNA"
"CHMP1AP1" "processed_pseudogene"
"RNU6-424P" "snRNA"
"AL020997.5" "lncRNA"
"FAM76A" "protein_coding"
"AL020997.1" "processed_pseudogene"
"RPEP3" "processed_pseudogene"
"STX12" "protein_coding"
"AL020997.2" "lncRNA"
"AL020997.3" "lncRNA"
"RNU6-1245P" "snRNA"
"AL020997.4" "lncRNA"
"PPP1R8" "protein_coding"
"SCARNA1" "scaRNA"
"THEMIS2" "protein_coding"
"RPA2" "protein_coding"
"SMPDL3B" "protein_coding"
"AL512288.1" "lncRNA"
"XKR8" "protein_coding"
"EYA3" "protein_coding"
"AL512288.2" "processed_pseudogene"
"RN7SL559P" "misc_RNA"
"SPCS2P4" "processed_pseudogene"
"AL137792.2" "processed_pseudogene"
"AL137792.1" "processed_pseudogene"
"RNU6-176P" "snRNA"
"PTAFR" "protein_coding"
"DNAJC8" "protein_coding"
"ATP5IF1" "protein_coding"
"AL353622.1" "lncRNA"
"AL353622.2" "lncRNA"
"SESN2" "protein_coding"
"MED18" "protein_coding"
"PHACTR4" "protein_coding"
"CR589951.1" "misc_RNA"
"CR391992.1" "processed_pseudogene"
"RNU6ATAC27P" "snRNA"
"RCC1" "protein_coding"
"SNHG3" "lncRNA"
"SNORA73A" "snoRNA"
"SNORA73B" "snoRNA"
"PRDX3P2" "processed_pseudogene"
"AL513497.1" "TEC"
"TRNAU1AP" "protein_coding"
"SNHG12" "lncRNA"
"SNORD99" "snoRNA"
"SNORA61" "snoRNA"
"SNORA44" "snoRNA"
"SNORA16A" "snoRNA"
"SNORA16A" "snoRNA"
"TAF12" "protein_coding"
"RAB42" "protein_coding"
"LINC01715" "lncRNA"
"RNU11" "snRNA"
"AL360012.1" "lncRNA"
"GMEB1" "protein_coding"
"AL645729.1" "scaRNA"
"YTHDF2" "protein_coding"
"OPRD1" "protein_coding"
"AL009181.2" "lncRNA"
"AL009181.1" "misc_RNA"
"EPB41" "protein_coding"
"AL138785.2" "processed_pseudogene"
"AL138785.1" "misc_RNA"
"AL138785.3" "misc_RNA"
"TMEM200B" "protein_coding"
"AL357500.1" "lncRNA"
"SRSF4" "protein_coding"
"AL357500.2" "misc_RNA"
"MECR" "protein_coding"
"AL590729.1" "lncRNA"
"PTPRU" "protein_coding"
"LINC01756" "lncRNA"
"AL671862.1" "unprocessed_pseudogene"
"AC092265.1" "lncRNA"
"AL645944.2" "lncRNA"
"AL645944.1" "processed_pseudogene"
"LINC01648" "lncRNA"
"AL137076.1" "lncRNA"
"AL021921.1" "processed_pseudogene"
"AL161638.2" "lncRNA"
"AL161638.1" "lncRNA"
"MATN1" "protein_coding"
"MATN1-AS1" "lncRNA"
"AL137857.1" "lncRNA"
"LAPTM5" "protein_coding"
"MIR4420" "miRNA"
"AL137027.1" "lncRNA"
"LINC01778" "lncRNA"
"RN7SKP91" "misc_RNA"
"AL445235.1" "lncRNA"
"SDC3" "protein_coding"
"RN7SL371P" "misc_RNA"
"PUM1" "protein_coding"
"AL356320.2" "processed_pseudogene"
"AL356320.1" "processed_pseudogene"
"SELENOWP1" "processed_pseudogene"
"AC114495.1" "processed_pseudogene"
"NKAIN1" "protein_coding"
"SNRNP40" "protein_coding"
"AC114495.2" "processed_pseudogene"
"ZCCHC17" "protein_coding"
"AL451070.1" "lncRNA"
"FABP3" "protein_coding"
"SERINC2" "protein_coding"
"AC209007.1" "processed_pseudogene"
"RNU6-40P" "snRNA"
"LDC1P" "transcribed_unitary_pseudogene"
"AC209007.2" "misc_RNA"
"LINC01226" "lncRNA"
"AC114488.1" "lncRNA"
"TINAGL1" "protein_coding"
"HCRTR1" "protein_coding"
"PEF1" "protein_coding"
"PEF1-AS1" "lncRNA"
"AC114488.2" "lncRNA"
"COL16A1" "protein_coding"
"ADGRB2" "protein_coding"
"MIR4254" "miRNA"
"AL354919.2" "lncRNA"
"SPOCD1" "protein_coding"
"AL354919.1" "lncRNA"
"AL136115.2" "lncRNA"
"PTP4A2" "protein_coding"
"AL136115.1" "lncRNA"
"AL136115.3" "lncRNA"
"KHDRBS1" "protein_coding"
"AL445248.1" "lncRNA"
"TMEM39B" "protein_coding"
"MIR5585" "miRNA"
"AL445248.2" "misc_RNA"
"KPNA6" "protein_coding"
"AL049795.2" "lncRNA"
"TXLNA" "protein_coding"
"CCDC28B" "protein_coding"
"AL049795.1" "lncRNA"
"IQCC" "protein_coding"
"DCDC2B" "protein_coding"
"TMEM234" "protein_coding"
"EIF3I" "protein_coding"
"MTMR9LP" "transcribed_unprocessed_pseudogene"
"FAM167B" "protein_coding"
"LCK" "protein_coding"
"AL121991.1" "misc_RNA"
"AL109945.2" "misc_RNA"
"HDAC1" "protein_coding"
"MARCKSL1" "protein_coding"
"AL109945.1" "lncRNA"
"TSSK3" "protein_coding"
"FAM229A" "protein_coding"
"BSDC1" "protein_coding"
"GAPDHP20" "processed_pseudogene"
"AL356986.1" "processed_pseudogene"
"LRRC37A12P" "unprocessed_pseudogene"
"RN7SL122P" "misc_RNA"
"AL033529.1" "protein_coding"
"ZBTB8B" "protein_coding"
"ZBTB8A" "protein_coding"
"ZBTB8OS" "protein_coding"
"AC114489.1" "misc_RNA"
"RBBP4" "protein_coding"
"SYNC" "protein_coding"
"AC114489.2" "lncRNA"
"KIAA1522" "protein_coding"
"YARS1" "protein_coding"
"S100PBP" "protein_coding"
"FNDC5" "protein_coding"
"HPCA" "protein_coding"
"TMEM54" "protein_coding"
"AL031602.2" "lncRNA"
"RNF19B" "protein_coding"
"AL031602.1" "TEC"
"AL355864.1" "processed_pseudogene"
"AL355864.2" "unprocessed_pseudogene"
"AL020995.1" "lncRNA"
"AK2" "protein_coding"
"AL020995.2" "misc_RNA"
"AZIN2" "protein_coding"
"AL662907.1" "TEC"
"TRIM62" "protein_coding"
"AL662907.2" "TEC"
"AL662907.3" "lncRNA"
"ZNF362" "protein_coding"
"AL513327.3" "lncRNA"
"A3GALT2" "protein_coding"
"AL513327.1" "lncRNA"
"PHC2" "protein_coding"
"MIR3605" "miRNA"
"RN7SKP16" "misc_RNA"
"AL513327.2" "lncRNA"
"TLR12P" "unitary_pseudogene"
"ZSCAN20" "protein_coding"
"AC115285.1" "processed_pseudogene"
"CSMD2" "protein_coding"
"HSPD1P14" "processed_pseudogene"
"HMGB4" "protein_coding"
"CSMD2-AS1" "lncRNA"
"RNA5SP42" "rRNA_pseudogene"
"C1orf94" "protein_coding"
"AC115286.1" "processed_pseudogene"
"AC099565.1" "lncRNA"
"MIR552" "miRNA"
"SMIM12" "protein_coding"
"GJB5" "protein_coding"
"GJB4" "protein_coding"
"AL121988.1" "lncRNA"
"GJB3" "protein_coding"
"GJA4" "protein_coding"
"AL122010.1" "lncRNA"
"DLGAP3" "protein_coding"
"AC114490.3" "protein_coding"
"AC114490.1" "transcribed_unitary_pseudogene"
"AC114490.2" "protein_coding"
"TMEM35B" "protein_coding"
"ZMYM6" "protein_coding"
"ZMYM1" "protein_coding"
"RPL12P45" "processed_pseudogene"
"EFCAB14P1" "processed_pseudogene"
"AL590434.2" "lncRNA"
"SFPQ" "protein_coding"
"AL590434.1" "misc_RNA"
"ZMYM4" "protein_coding"
"RN7SL503P" "misc_RNA"
"AL160000.1" "snoRNA"
"RPL5P4" "processed_pseudogene"
"ZMYM4-AS1" "lncRNA"
"AL356362.1" "misc_RNA"
"KIAA0319L" "protein_coding"
"AC004865.1" "processed_pseudogene"
"NCDN" "protein_coding"
"AC004865.2" "lncRNA"
"TFAP2E" "protein_coding"
"PSMB2" "protein_coding"
"C1orf216" "protein_coding"
"CLSPN" "protein_coding"
"AL354864.1" "lncRNA"
"AGO4" "protein_coding"
"AGO1" "protein_coding"
"AL139286.1" "processed_pseudogene"
"AL139286.3" "lncRNA"
"AL139286.2" "lncRNA"
"AGO3" "protein_coding"
"AL138787.2" "lncRNA"
"AL138787.1" "transcribed_processed_pseudogene"
"TEKT2" "protein_coding"
"ADPRHL2" "protein_coding"
"COL8A2" "protein_coding"
"TRAPPC3" "protein_coding"
"MAP7D1" "protein_coding"
"RN7SL131P" "misc_RNA"
"THRAP3" "protein_coding"
"UBE2V2P4" "processed_pseudogene"
"SH3D21" "protein_coding"
"EVA1B" "protein_coding"
"AL591845.1" "lncRNA"
"STK40" "protein_coding"
"LSM10" "protein_coding"
"RNU4-27P" "snRNA"
"OSCP1" "protein_coding"
"SNORA63C" "snoRNA"
"MRPS15" "protein_coding"
"CSF3R" "protein_coding"
"FTLP18" "processed_pseudogene"
"AL596257.1" "lncRNA"
"AC117945.2" "lncRNA"
"AC117945.1" "lncRNA"
"GRIK3" "protein_coding"
"AL031430.1" "lncRNA"
"AL353604.1" "lncRNA"
"MIR4255" "miRNA"
"RNU6-636P" "snRNA"
"RNA5SP43" "rRNA_pseudogene"
"RPS29P6" "processed_pseudogene"
"LINC01137" "lncRNA"
"ZC3H12A" "protein_coding"
"MIR6732" "miRNA"
"MEAF6" "protein_coding"
"MIR5581" "miRNA"
"SNIP1" "protein_coding"
"FTH1P1" "processed_pseudogene"
"AL034379.1" "processed_pseudogene"
"DNALI1" "protein_coding"
"GNL2" "protein_coding"
"AL513220.1" "lncRNA"
"RSPO1" "protein_coding"
"C1orf109" "protein_coding"
"CDCA8" "protein_coding"
"EPHA10" "protein_coding"
"AC104336.1" "misc_RNA"
"ACTN4P2" "processed_pseudogene"
"AL929472.1" "processed_pseudogene"
"MANEAL" "protein_coding"
"AL929472.3" "lncRNA"
"YRDC" "protein_coding"
"C1orf122" "protein_coding"
"MTF1" "protein_coding"
"AL929472.4" "processed_pseudogene"
"INPP5B" "protein_coding"
"AL929472.2" "lncRNA"
"AL929472.5" "snoRNA"
"RNU6-584P" "snRNA"
"AL603790.1" "misc_RNA"
"SF3A3" "protein_coding"
"RNU6-510P" "snRNA"
"FHL3" "protein_coding"
"UTP11" "protein_coding"
"POU3F1" "protein_coding"
"MIR3659HG" "lncRNA"
"AL139158.1" "processed_pseudogene"
"MIR3659" "miRNA"
"LINC02786" "lncRNA"
"AL390839.1" "lncRNA"
"AL390839.2" "lncRNA"
"LINC01343" "lncRNA"
"AL513479.1" "processed_pseudogene"
"RNU6-753P" "snRNA"
"LINC01685" "lncRNA"
"AL354702.1" "processed_pseudogene"
"AL354702.2" "lncRNA"
"RRAGC" "protein_coding"
"AL139260.2" "lncRNA"
"AL139260.1" "lncRNA"
"MYCBP" "protein_coding"
"AL139260.3" "protein_coding"
"GJA9" "protein_coding"
"RHBDL2" "protein_coding"
"RNU6-605P" "snRNA"
"AL714019.1" "misc_RNA"
"EIF1P2" "processed_pseudogene"
"AKIRIN1" "protein_coding"
"NDUFS5" "protein_coding"
"MACF1" "protein_coding"
"RNU6-608P" "snRNA"
"RNA5SP44" "rRNA_pseudogene"
"AL442071.2" "lncRNA"
"AL442071.1" "lncRNA"
"HSPE1P8" "processed_pseudogene"
"BMP8A" "protein_coding"
"OXCT2P1" "unprocessed_pseudogene"
"PPIEL" "transcribed_unprocessed_pseudogene"
"PABPC4" "protein_coding"
"PABPC4-AS1" "lncRNA"
"SNORA55" "snoRNA"
"HEYL" "protein_coding"
"AL035404.2" "lncRNA"
"NT5C1A" "protein_coding"
"HPCAL4" "protein_coding"
"PPIE" "protein_coding"
"AL035404.1" "processed_pseudogene"
"RNU7-121P" "snRNA"
"BMP8B" "protein_coding"
"OXCT2" "protein_coding"
"BMP8B-AS1" "lncRNA"
"AL033527.3" "lncRNA"
"AL033527.2" "unprocessed_pseudogene"
"AL033527.4" "lncRNA"
"LINC02811" "lncRNA"
"TRIT1" "protein_coding"
"AL033527.1" "misc_RNA"
"MYCL" "protein_coding"
"MYCL-AS1" "lncRNA"
"AL663070.1" "misc_RNA"
"MFSD2A" "protein_coding"
"AL663070.2" "processed_pseudogene"
"CAP1" "protein_coding"
"PPT1" "protein_coding"
"AL512599.1" "processed_pseudogene"
"RLF" "protein_coding"
"RNU6-1237P" "snRNA"
"TMCO2" "protein_coding"
"AL050341.2" "lncRNA"
"ZMPSTE24" "protein_coding"
"AL050341.1" "processed_pseudogene"
"COL9A2" "protein_coding"
"AL031985.2" "processed_pseudogene"
"SMAP2" "protein_coding"
"AL031985.1" "processed_pseudogene"
"AL031985.4" "lncRNA"
"ZFP69B" "protein_coding"
"AL031985.3" "lncRNA"
"AL603839.4" "TEC"
"ZFP69" "protein_coding"
"AL603839.3" "lncRNA"
"EXO5" "protein_coding"
"AL603839.1" "lncRNA"
"AL603839.2" "lncRNA"
"ZNF684" "protein_coding"
"AL356379.2" "lncRNA"
"AL356379.1" "unprocessed_pseudogene"
"GTF2F2P2" "processed_pseudogene"
"RIMS3" "protein_coding"
"AL031289.2" "lncRNA"
"AL031289.1" "lncRNA"
"NFYC-AS1" "lncRNA"
"NFYC" "protein_coding"
"MIR30E" "miRNA"
"MIR30C1" "miRNA"
"KCNQ4" "protein_coding"
"RN7SL326P" "misc_RNA"
"CITED4" "protein_coding"
"AC119677.1" "lncRNA"
"AL391730.1" "unprocessed_pseudogene"
"AL391730.2" "lncRNA"
"UBE2V1P8" "processed_pseudogene"
"CTPS1" "protein_coding"
"SLFNL1-AS1" "lncRNA"
"SLFNL1" "protein_coding"
"SCMH1" "protein_coding"
"RPL23AP17" "processed_pseudogene"
"AC093151.7" "lncRNA"
"AC093151.2" "lncRNA"
"AC093151.1" "processed_pseudogene"
"AC093151.5" "transcribed_unprocessed_pseudogene"
"FOXO6" "protein_coding"
"FOXO6-AS1" "lncRNA"
"RNA5SP45" "rRNA_pseudogene"
"EDN2" "protein_coding"
"HIVEP3" "protein_coding"
"AL445933.2" "lncRNA"
"AL445933.1" "processed_pseudogene"
"AC119676.1" "protein_coding"
"AL158216.1" "lncRNA"
"HNRNPFP1" "processed_pseudogene"
"AC114492.1" "processed_pseudogene"
"GUCA2B" "protein_coding"
"GUCA2A" "protein_coding"
"FOXJ3" "protein_coding"
"AC096540.1" "lncRNA"
"RIMKLA" "protein_coding"
"AL513331.1" "processed_pseudogene"
"ZMYND12" "protein_coding"
"PPCS" "protein_coding"
"CCDC30" "protein_coding"
"AL445669.1" "processed_pseudogene"
"TMSB4XP1" "processed_pseudogene"
"RNU6-536P" "snRNA"
"AL445669.2" "processed_pseudogene"
"PPIH" "protein_coding"
"AC098484.4" "lncRNA"
"AC098484.2" "lncRNA"
"YBX1" "protein_coding"
"CLDN19" "protein_coding"
"P3H1" "protein_coding"
"C1orf50" "protein_coding"
"AC098484.3" "protein_coding"
"AC098484.1" "lncRNA"
"TMEM269" "protein_coding"
"SVBP" "protein_coding"
"ERMAP" "protein_coding"
"AL512353.1" "lncRNA"
"ZNF691" "protein_coding"
"AL512353.2" "processed_pseudogene"
"AL512353.3" "processed_pseudogene"
"ATP6V1E1P1" "processed_pseudogene"
"SLC2A1" "protein_coding"
"ATP6V0CP4" "processed_pseudogene"
"SLC2A1-AS1" "lncRNA"
"AC099795.1" "lncRNA"
"RNU6-880P" "snRNA"
"AL161637.2" "snRNA"
"AL161637.1" "processed_pseudogene"
"FAM183A" "protein_coding"
"EBNA1BP2" "protein_coding"
"MIR6733" "miRNA"
"CFAP57" "protein_coding"
"RNA5SP46" "rRNA_pseudogene"
"TMEM125" "protein_coding"
"C1orf210" "protein_coding"
"TIE1" "protein_coding"
"MPL" "protein_coding"
"AL139289.2" "lncRNA"
"AL139289.1" "lncRNA"
"CDC20" "protein_coding"
"ELOVL1" "protein_coding"
"MIR6734" "miRNA"
"MED8" "protein_coding"
"MED8-AS1" "lncRNA"
"SZT2" "protein_coding"
"SZT2-AS1" "lncRNA"
"MIR6735" "miRNA"
"HYI" "protein_coding"
"HYI-AS1" "lncRNA"
"PTPRF" "protein_coding"
"KDM4A" "protein_coding"
"AL451062.4" "protein_coding"
"KDM4A-AS1" "lncRNA"
"ST3GAL3" "protein_coding"
"AL451062.1" "lncRNA"
"AL451062.3" "snRNA"
"AL451062.2" "processed_pseudogene"
"MIR6079" "miRNA"
"SHMT1P1" "processed_pseudogene"
"ARTN" "protein_coding"
"AL357079.1" "lncRNA"
"AL357079.3" "lncRNA"
"IPO13" "protein_coding"
"AL357079.2" "lncRNA"
"DPH2" "protein_coding"
"ATP6V0B" "protein_coding"
"B4GALT2" "protein_coding"
"CCDC24" "protein_coding"
"SLC6A9" "protein_coding"
"AL139220.2" "lncRNA"
"AL139220.1" "processed_pseudogene"
"KRT8P47" "processed_pseudogene"
"RN7SL479P" "misc_RNA"
"KLF17" "protein_coding"
"AL356653.1" "processed_pseudogene"
"KLF18" "protein_coding"
"AL359839.2" "processed_pseudogene"
"AL359839.1" "misc_RNA"
"OOSP1P1" "processed_pseudogene"
"AL035417.1" "processed_pseudogene"
"AL035417.2" "processed_pseudogene"
"DMAP1" "protein_coding"
"ERI3" "protein_coding"
"ERI3-IT1" "lncRNA"
"RNU6-369P" "snRNA"
"RNF220" "protein_coding"
"MIR5584" "miRNA"
"TMEM53" "protein_coding"
"ARMH1" "protein_coding"
"RNU5F-1" "snRNA"
"RNU5D-1" "snRNA"
"KIF2C" "protein_coding"
"AL592166.1" "lncRNA"
"RPS8" "protein_coding"
"SNORD55" "snoRNA"
"SNORD46" "snoRNA"
"SNORD38A" "snoRNA"
"SNORD38B" "snoRNA"
"SNORD38B" "snoRNA"
"RPS15AP11" "processed_pseudogene"
"BEST4" "protein_coding"
"PLK3" "protein_coding"
"TCTEX1D4" "protein_coding"
"BTBD19" "protein_coding"
"PTCH2" "protein_coding"
"RNU5E-6P" "snRNA"
"AL136380.1" "processed_pseudogene"
"EIF2B3" "protein_coding"
"RNA5SP47" "rRNA_pseudogene"
"CCNB1IP1P1" "processed_pseudogene"
"PPIAP35" "processed_pseudogene"
"MRPS17P1" "processed_pseudogene"
"HECTD3" "protein_coding"
"UROD" "protein_coding"
"ZSWIM5" "protein_coding"
"OSTCP5" "processed_pseudogene"
"LINC01144" "lncRNA"
"HPDL" "protein_coding"
"MUTYH" "protein_coding"
"AL451136.1" "protein_coding"
"TOE1" "protein_coding"
"TESK2" "protein_coding"
"PPIAP36" "processed_pseudogene"
"CCDC163" "protein_coding"
"MMACHC" "protein_coding"
"PRDX1" "protein_coding"
"HMGB1P48" "unprocessed_pseudogene"
"AKR1A1" "protein_coding"
"AL355480.3" "pseudogene"
"AL355480.1" "pseudogene"
"NASP" "protein_coding"
"AL355480.2" "pseudogene"
"AL355480.4" "pseudogene"
"CCDC17" "protein_coding"
"GPBP1L1" "protein_coding"
"RPS15AP10" "processed_pseudogene"
"AL604028.2" "processed_pseudogene"
"TMEM69" "protein_coding"
"IPP" "protein_coding"
"AL604028.1" "lncRNA"
"AL603882.1" "processed_pseudogene"
"MAST2" "protein_coding"
"TMA16P2" "processed_pseudogene"
"PIK3R3" "protein_coding"
"AL358075.4" "protein_coding"
"AL358075.1" "lncRNA"
"AL358075.3" "processed_pseudogene"
"AL358075.2" "lncRNA"
"TSPAN1" "protein_coding"
"P3R3URF" "protein_coding"
"POMGNT1" "protein_coding"
"LURAP1" "protein_coding"
"RAD54L" "protein_coding"
"LRRC41" "protein_coding"
"UQCRH" "protein_coding"
"NSUN4" "protein_coding"
"AL122001.1" "processed_pseudogene"
"FAAH" "protein_coding"
"FAAHP1" "transcribed_unprocessed_pseudogene"
"LINC01398" "lncRNA"
"DMBX1" "protein_coding"
"TMEM275" "protein_coding"
"MKNK1-AS1" "lncRNA"
"KNCN" "protein_coding"
"MKNK1" "protein_coding"
"MOB3C" "protein_coding"
"ATPAF1" "protein_coding"
"NENFP1" "processed_pseudogene"
"TEX38" "protein_coding"
"EFCAB14-AS1" "lncRNA"
"EFCAB14" "protein_coding"
"AL593856.1" "processed_pseudogene"
"CYP4B1" "protein_coding"
"CYP4Z2P" "transcribed_unprocessed_pseudogene"
"AL731892.1" "processed_pseudogene"
"CYP4A11" "protein_coding"
"CYP4A26P" "unprocessed_pseudogene"
"CYP4A43P" "unprocessed_pseudogene"
"CYP4A27P" "unprocessed_pseudogene"
"CYP4A44P" "unprocessed_pseudogene"
"CYP4X1" "protein_coding"
"CYP4Z1" "protein_coding"
"AL450996.1" "processed_pseudogene"
"CYP4A22-AS1" "lncRNA"
"CYP4A22" "protein_coding"
"MTND1P34" "transcribed_processed_pseudogene"
"LINC00853" "lncRNA"
"PDZK1IP1" "protein_coding"
"TAL1" "protein_coding"
"AL135960.1" "lncRNA"
"STIL" "protein_coding"
"CMPK1" "protein_coding"
"LINC01389" "lncRNA"
"FOXE3" "protein_coding"
"FOXD2-AS1" "lncRNA"
"FOXD2" "protein_coding"
"AL356458.1" "processed_pseudogene"
"RPL21P24" "processed_pseudogene"
"ATP6V0E1P4" "processed_pseudogene"
"LINC01738" "lncRNA"
"TRABD2B" "protein_coding"
"AL691459.1" "lncRNA"
"AC096541.1" "lncRNA"
"LINC02794" "lncRNA"
"AL356289.1" "lncRNA"
"CYP46A4P" "processed_pseudogene"
"SKINT1L" "transcribed_unprocessed_pseudogene"
"AL356289.2" "TEC"
"AL109659.1" "lncRNA"
"SLC5A9" "protein_coding"
"AL109659.2" "lncRNA"
"AL109659.3" "TEC"
"SPATA6" "protein_coding"
"PPP1R8P1" "processed_pseudogene"
"RNU6-723P" "snRNA"
"AL356968.2" "processed_pseudogene"
"RNU4-61P" "snRNA"
"AL356968.1" "processed_pseudogene"
"AGBL4" "protein_coding"
"AL391844.1" "lncRNA"
"BEND5" "protein_coding"
"AL645507.1" "lncRNA"
"AC099788.1" "lncRNA"
"AGBL4-AS1" "lncRNA"
"AGBL4-IT1" "lncRNA"
"AL390023.1" "processed_pseudogene"
"ZNF859P" "unprocessed_pseudogene"
"AL645730.1" "TEC"
"MTND2P29" "processed_pseudogene"
"ELAVL4" "protein_coding"
"AL583843.1" "processed_pseudogene"
"ELAVL4-AS1" "lncRNA"
"AL592182.1" "lncRNA"
"LINC02808" "lncRNA"
"AL592182.2" "lncRNA"
"AL596275.1" "processed_pseudogene"
"HMGB1P45" "processed_pseudogene"
"FCF1P6" "processed_pseudogene"
"DMRTA2" "protein_coding"
"AL049637.1" "lncRNA"
"FAF1" "protein_coding"
"FAF1-AS1" "lncRNA"
"RNU6-1026P" "snRNA"
"PHBP12" "processed_pseudogene"
"MRPS6P2" "processed_pseudogene"
"CDKN2C" "protein_coding"
"MIR4421" "miRNA"
"MIR6500" "miRNA"
"C1orf185" "protein_coding"
"AL162430.1" "misc_RNA"
"CFL1P2" "processed_pseudogene"
"LINC01562" "lncRNA"
"RNF11" "protein_coding"
"AL162430.2" "processed_pseudogene"
"AL162430.3" "lncRNA"
"TTC39A" "protein_coding"
"TTC39A-AS1" "lncRNA"
"EPS15" "protein_coding"
"AL671986.1" "processed_pseudogene"
"RNU6-877P" "snRNA"
"AC104170.1" "lncRNA"
"EPS15-AS1" "lncRNA"
"RNU6-1281P" "snRNA"
"CALR4P" "transcribed_unitary_pseudogene"
"OSBPL9" "protein_coding"
"GAPDHP51" "processed_pseudogene"
"SLC25A6P3" "processed_pseudogene"
"AL050343.1" "snoRNA"
"NRDC" "protein_coding"
"AL050343.2" "lncRNA"
"AL050343.3" "lncRNA"
"MIR761" "miRNA"
"TSEN15P2" "processed_pseudogene"
"RAB3B" "protein_coding"
"RNA5SP48" "rRNA_pseudogene"
"AL445685.2" "processed_pseudogene"
"RN7SL290P" "misc_RNA"
"TXNDC12" "protein_coding"
"AL445685.3" "protein_coding"
"KTI12" "protein_coding"
"AL445685.1" "lncRNA"
"TXNDC12-AS1" "lncRNA"
"BTF3L4" "protein_coding"
"ZFYVE9" "protein_coding"
"RN7SL788P" "misc_RNA"
"AL139156.2" "processed_pseudogene"
"AL139156.1" "processed_pseudogene"
"PDCL3P6" "processed_pseudogene"
"AL139156.3" "processed_pseudogene"
"DNAJC19P7" "processed_pseudogene"
"ANAPC10P1" "processed_pseudogene"
"CC2D1B" "protein_coding"
"AL513218.1" "lncRNA"
"AL513218.2" "lncRNA"
"PLA2G12AP1" "processed_pseudogene"
"ORC1" "protein_coding"
"PRPF38A" "protein_coding"
"TUT4" "protein_coding"
"AL591167.1" "lncRNA"
"EEF1GP7" "processed_pseudogene"
"GPX7" "protein_coding"
"SHISAL2A" "protein_coding"
"COA7" "protein_coding"
"NDUFS5P3" "processed_pseudogene"
"RN7SL62P" "misc_RNA"
"ZYG11B" "protein_coding"
"RNU2-30P" "snRNA"
"RPS13P2" "processed_pseudogene"
"RNU6-969P" "snRNA"
"ZYG11A" "protein_coding"
"AC099677.3" "lncRNA"
"ECHDC2" "protein_coding"
"AC099677.1" "processed_pseudogene"
"AC099677.2" "processed_pseudogene"
"SCP2" "protein_coding"
"AC099677.4" "miRNA"
"AC099677.6" "miRNA"
"AC099677.5" "miRNA"
"H3P2" "processed_pseudogene"
"AL445183.3" "processed_pseudogene"
"TUBBP10" "processed_pseudogene"
"PODN" "protein_coding"
"AL445183.1" "lncRNA"
